en_review	sentiment
Thorougly enjoyed this movie and would recommend to anyone looking for a nice nigerian movie to relax.	positive
Blood sisters For a Nigerian mini series it had a lot of positives, that can make us turn our eyes from the negatives. The star studded cast was such a delight, because it wasn't star studded to bring audiences alone, but because they actually wanted stellar performances; it was also refreshing to see big names relegated to cameo roles (Toyin Abraham, Joke Silva, to name a few). The cinematography and direction was well-done. The locations were spot on, serving all of the aesthetic purposes they wanted to deliver. From the lush and grande setting the rich family had, to the makoko slums during the cat and mice chase... The attention to detail was lovely to see, they wanted the production to scream high budget, and it did. There was also enough characterization to keep audiences going.	positive
This is a change from the norm though, and I get why many are excited, because this shows that nollywood still has hope.	positive
I can't sing only praises for this production, even though I want to, the plot was wonky and so many parts weren't plausible. The pacing also didn't progress evenly.	positive
. . To conclude, blood sisters was an imperfect but enjoyable ride.	positive
Are we gonna talk about the nudity??? What??? That knocked me out! A Nigerian production and I was seeing naked derrières and boobs and nipples, what??? And before you decide to watch this because I added nudity, it appears sparingly, but, for a Nigerian production, it was a lot!	positive
It's refreshingly different from the normal Nollywood flick.. . 	positive
The unpredictability of the storyline, the engaging dialogues and the character interpretation of the cast was superb.	positive
. . I enjoyed every bit. Although it took a minute to sink into the story, eventually, it caught on.. . 	positive
The cinematography was well done. The scene introduction and sound too. For a local movie it's use of mother toungue where suitable, is well blended for international audience.. . 	positive
Lastly, I so love the subtlety of stars given minor role,s like cameos. That was interesting, lol. Toyin, Bayo (Hustle), Mama Joke Silvia, etc. I loved the pleasant surprise of their appearance. All I can is, it's a far far improvement from the norm. Simple as that. The bar is set, hope it's maintained.	positive
i  am not really a Nigerian movie buff but Blood Sister has given hope that the Nigerian movie industry can excel internationally just like the Nigerian music is doing. Yes. I have issues with the casting. How can Kate Henshaw who looks younger than her age play a mother role and Gabriel Afolayan plays her son? Also, an assassin with a gun and dagger was ruthlessly beaten by a dude in agbada attire? Come on!! The biggest win is the directing and cinematography which are out of this world. I will give it a 7 which I considered generous.	positive
. . This movie is by far one of the best Nollywood x Netflix screen plays. For those of us who are AUTHENTICALLY Nigerian, it is an ode to our youth, the acting style, the story line speaks to the cultural differences. A must watch if you ask me.	positive
I loved everything about it and I can't wait for the second sequel. The acting was on point and it most definitely had me at the edge of my seat. I wish it didn't just end like that, I wanted more. So hopefully they come out with the second part soon.	positive
Blood Sisters is a testament to the fact that the Nigerian Film Industry is fully matured to tell its story. I (we) have seen many fantastic movies, however, Blood Sisters is different in all ramifications: it is indeed a masterpiece. The theme of the movie is understandable, discernible, and visible. The characters are round pegs that fit perfectly into their respective round holes and the story is smashing. Amazing work from the stable of EbonyLife Studios. Great job!	positive
diamond in the dust 	positive
This is Good. Watch without a condescending mindset. Good story , needs a bit of brushing up and character development as the show goes on. But you're in for a thrill with some few twist that leaves you in suspense.	positive
I enjoyed every bit of this film!!! Story, Plot, Directing, Acting and Production Design!!!. . 	positive
. . . . All together, this was a beautiful one.	positive
The entire cast and crew deserve Sweet Potatoes from me.. . 	positive
Timeyin brought it home. Kemi is that friend. Slow Jo is the kind of Inspector we need in Africa and the security lady in yellow/mustard from the hotel 😍😉😟 can have those expressions. She should have mmmmmm, longerrrrrr.	positive
I must say one of the best suspense movie coming out of Nollywood. You have to understand the Nollywood journey to fully appreciate this production. This has set the bar and it will only get better from here. Well done Nollywood. Good to see industry not belonging to the corrupt government but the benefit going directly to the hard working Entrepreneurs in country.	positive
Once I got used to the over-the-top soap opera style of this show I enjoyed it a lot. The first episode was a corker that draws you in to the intrigue. The costumes were incredible & the hero's and villains well drawn. The plot is highly implausible at times but I was able to overlook that & just enjoy it for the wild ride this show takes you on. Unlike many Netflix series, at 4 episodes it was the perfect length.	positive
It's an interesting story gritty and messy but that's the thrill. Lovely picture. Keeps you on the edge. As a writer I can understand the level of work put in to this and I am proud of it. It's giving energy of many possibilities in Nollywood and that's impressive!	positive
This is a brilliant delivery and execution by the entire team. The suspense, the plot twist, the actors, locations, cinematography, production design, costume, the sound tracks, we honestly have not had a beautifully coordinated movie like this in the industry for a while.	positive
I enjoyed this limited series, like everything. Yeah there might have been a few hiccups here and there but it's definitely something you could overlook when immersed in the story. Liked how the characters were believable. Honestly, everything worked for me. Ebonylife is always setting the pace 👍	positive
It is bold and absolutely refreshing, little wonder it's trending globally, a proud moment for everyone involved.	positive
I enjoyed it.. . . . The story line is on point.. . . . It's relatable.. . . . Excellent sound.. . . . Excellent video quality.. . . . I enjoyed it.. . . . The story line is on point.. . . . It's relatable.. . . . Excellent sound.. . . . Excellent video quality.. . . . I enjoyed it.. . . . The story line is on point.. . . . It's relatable.. . . . Excellent sound.. . . . Excellent video quality.	positive
As a Nigerian American, ever since I've been exposed to American cinematography, Nigerian cinematography has been so far belo America's that I've lost all taste for Nigerian movies and deride the. Constantly. I was pleasantly surprised by this. Couldn't get enough well done.	positive
This series is amazing, Africa number one Series! Nice plotting. Unbelievable, Nancy Isime Killed it (Best of Nancy)! I, Totally recommend... It's really good! Please watch, if you haven't done yet. Film series dey pass film series, Blood Sis is a Top Notch.	positive
Wow..... I really enjoyed the movie, had to see it over and over. Had to call my white Colleagues at work to go see the movie on Netflix.	positive
. . I think this is one of the best nollywood movies/series I've seen in a while. The cast was one of the reasons why I watched and their performance was great, you can tell they gave it their best. I also liked the fact that they used the series as a way to spread awareness on domestic violence. The storyline was really good and I really liked the plot twists. However, I would say that some parts were a bit cringe (which was to be expected) specifically the Officer Chicago scenes. I really don't think he was relevant to the plot (in my opinion) However, if you ignore those cringe-worthy scenes, you will find that it was a pretty good storyline and nollywood has definitely stepped up their game. The lead actors were amazing as well. I can't wait to see more projects like this for sure.	positive
. . This is one of a kind in Nigeria. A strong story, a stellar cast with a groundbreaking performance from everybody, and high production value. Shoutout to Genoveva Umeh who plays Timeyin. She did more than justice to her role. I see her being the biggest breakout star from Nollywood this decade.	positive
. . This is the best Nollywood + Netflix collaboration I have ever seen.. . . . The movie is all encompassing from the crew to the cast. The producers did a wonderful job likewise the directors.. . . . All thanks to Mo Abudu (EbonyLifeTV) that was a great series in the books of Naija series record.	positive
no likeable characters. . . You know how when you watch a movie/series and you root for one or more characters to win? I can't do that with this series. Everyone is either evil or just too stupid. But I give 5 stars for holding my attention.	positive
I felt proud watching this as a Nigerian. From the casting, to the execution and the delivery. I thought this show had the right amount of suspense and unpredictability. The way the gave subtle hints into they whys. Why the mother detested the other kids and favored her love-child, etc. Great stuff!	positive
Perfect acting, pace, plot, intentions of characters. 4 episodes are just right for the whole story. And the ending was perfectly suspenseful. I wonder if Timeyin really killed her mother. I would've done it if I was her.. . . . I even cried when Akin found out the secret room of that abuser....those drawings. They reminded me of my own traumatic experience.	positive
Not to say so much, Blood sisters just raised the bar in creating stories that would keep you at the edge of your seat! I loved the best-friends connection. Not once did any of them blame the other for the predicament they found themselves in, gives you a glimpse on what a good friendship should look like.. . . . I also felt bad for bestman (Akin), felt like his grief got coupled with finding out that what you know about your long time friend was a facade.	positive
Blood Sisters is a absolute feast. Best 4 hour binge you will spend on Netflix. It builds up to an explosive ending you don't see coming. Can not wait to see what happens in the next instalment. A Nigerian production like you've never seen. World class!	positive
Blood Sisters reminds us that life can happen to the best of people, and chances are that it won't always be fair. Beautifully made, beautiful location, what's not to love about this series! I thoroughly enjoyed every episode.	positive
It's got a good plot... Nice movie... They put good use to their stars...top movie... I can't begin to explain every twist and turns and every suspense in the movie I can't but say the movie is worth all my data... I am about to watch again for the third time... I can't get enough already.	positive
This is one of the best Nigerian movies ever. I am impressed by the never ending twists and the end?. . . . Kudos to everyone who made this possible.. . . . This is simply the best....	positive
What a story, from the first minute of the movie I was just in anticipation... kudos to the casts and crews.. . . . Nancy, Ramsey, deyemi, Gabriel, Kate henshaw, the Cop from Chicago was just too good 😂 A job well done to you guys.	positive
Great content... This movie is a banger, I watched the entire episode in one seating and I have watched it 3 times over and over again.	positive
blood sisters to the world. loved it	positive
Story line is good, picture quality is beautiful, Ransom, Nancy, Kate, Wole ojo and Ini sure killed their rolls.	positive
@ebonylifestudio looking forward to your next project.	positive
This is currently one of the best movie Nigeria has ever produced... a very interesting movie i must confess, environment and actors really did a great job! It's a 10/10 for me!!!. . . . Don't care what all this haters are complaining about.. This movie is top notch.	positive
I wish i can rate this movie 100/100	positive
It's a very wonderful movie, one of the best so far in Africa.... It's a 10/10 for me!. . . . Ignore all the poor reviews Everything about this movie is interesting... 😲	positive
I'm surprised that a series that had stunning reviews on social media has Such low reviews here. I absolutely loved everything about the series. This is one of the few nollywood films that was star studded and wasn't cringe to watch. Kudos to the team 👏🏾	positive
The good thing about this movie is the unpredictability.. . . . It subsumes all the qualities expected of a good movie and captures the cinematography in a stellar way.	positive
"Usually, I don't always agree with the general public's hype or top reviews about a movie. Even those rated ""best of.."" by critics, I sometimes struggle with agreeing with the critics. But, that's not the case with this mini-series. It is an excellent production. Well done.. . "	positive
Kehinde Bankole stole the show for me. The character she played is intriguing,one that I find rare in Nollywood productions, she did a fantastic job in portraying it. Well done to the entire team.	positive
simply a drivel	positive
. . This is the first time in a while that I have actually enjoyed a Nigerian movie. The plot twists, the acting, the cinematography, everything was just good (chef's kiss). Kudos to the director of the movie and to the whole cast. They really brought the story to life.. . . . To show you how good this movie is, this is my first IMDb rating ever.	positive
Vivid picture, quality sound. Good production design. Great delivery by Kate Henshaw (Uduak), Genoveva Umeh (Timeyin), Uche Jumbo (Uchenna) and Nancy Isime (Kemi). Ebonylife keeps raising the bar. This blood is stronger than water.	positive
I smell so much hate from the reviews and ratings . I'm usually not that person that drops movie reviews but for this one it's a whooping 8/10 for me . Let's all learn to support one another even when flaws are sighted let's help give direction and not condemn . 	positive
This movie in my opinion deserves more rating. It was engaging, suspenseful, intense and thrilling. No dull moment, once I started it, i didn't drop my phone till I was done with the very last episode. It also kept the nigerian cultural style which was to a large extent undiluted.. . . . 	positive
Kindly watch and enjoy if you are still undecided. More of this kind of movie will be much appreciated.	positive
Blood sisters is a beautiful well put together film that manages to kill so many birds all at once. It manages to deliver top notch acting from some of Nigeria's finest, clean cinematography, roller coaster drama and gritty violence while also showcasing the beauty of Nigerian culture and scenery. Definitely a great step in the right direction for Nollywood.	positive
what a great watch	positive
Everybody brought their A-Game; from the writers and directors to the production designer and art directors. The cinematography was great and the series had me on the edge of my seat the entire time.. . 	positive
Great watch! A solid 10/10 for me.	positive
Captivating and a breath of fresh air	positive
This is a departure from the standard Nollywood projects where high caliber actors with quality camera work, dresses and all get handed horrible scripts with loopholes and unreasonable plots.	positive
Every aspect of this was well done and in comparison to previous projects like this from Nollywood, 10/10.	positive
The main highlight of this was the fact that, unlike most Nollywood dramas, this wasn't predictable.. . . . I mean I had a theory about how it'll end, but it didn't turn out that way at all and that's a really good thing.. . . . I hate cliffhangers though and this will influence my final rating at the end.. . . . I don't know why the IMDB rating for this is 3.8, I know it's not the best but come on, I believe it deserves way better than that.. . . . It's a solid 7.5	positive
". . All actors performed super brilliantly, save for the hitman sent to kill the groom-to-be in the first episode. (I mean, why was he frowning all over the place? If I was the attendant he met at that venue, I would have been very suspicious and immediately raised an alarm. ""Hello, security, I think this guy came here to kill somebody"" Lol.)"	positive
. . Kate Henshaw was so savage, I loved it.. . . . My favorite character was inspector Jo. . . . I think we still need to work on our Pidgin English in our films, it still sounds very funky'fied and unnatural.. . . . Let it be known that I will watch anything that has Ramsey Nouah in it, even if it is trash. His performance is exceptional.. . . . The music was brilliantly done...	positive
Fun, well paced series. Totally enjoyable.	positive
From the incredibly talented cast (some unforgettable performances!), to the deceptively simple story (loaded with twists and turns), this mini series thrilled me no end. The directing is brilliant, too, boasting many truly atmospheric shots and mesmerising visuals, and the plot unfolds in the most dramatic way. I have already re-watched, and will watch yet again. Bravo!. . . . HIGHLY RECOMMENDED!	positive
The most engrossing TV I've enjoyed in a while	positive
The scriptwriting in this movie is possibly the best of any Nigerian production on Netflix in the last couple of years. . Any Nigerian producer attempting to make a movie should watch blood sisters and use it as gauge of what future movies should be in terms of location shots, choreography attention to detail and flow of the story.	positive
The plot of this series was brilliant	positive
I believe this set of people who gives this movie bad rating are not intellectually inclined on what a Good movie is made up of.	positive
. . . . This is one of a kind which you would rarely expect from Nigerian. If you have not seen it... Go and see it for yourself again, observe the Cinematography, beautiful acting and good artistic expression and production design.	positive
Naija to the world. Amazing cast, the plot is the best I've seen from the Nigerian industry in a while...kudos to Netflix, The story is thorough and well written, a must watch,	positive
From the plot too the characters were all amazing it showed both the good and the bad of the societyfrom the corruptness of the police, the huge gap between high and low income earners. I must say this is a big step nollywood has taken you should definitely watch this movie.	positive
It was really nice. An entire roller coaster. Seeing what they had to go through and watching them going through it together was something so beautiful. It deserves high ratings.	positive
This tv show is totally awesome. I love the thriller effect so unique and beautiful. Nice story line, nice picture quality. This is a new genre of movie being introduced to the Nigerian market and it was delivered by the best actors. I love everything about this masterpiece, truly awesome and a must watch.	positive
This show was refreshing to watch, not your regular Nigerian movie. The chemistry between Ini Dima Okojie and Nancy isime was believable and they killed it. Ini Dima Okojie's delivery of a girl struggling in an abusive relationship was just absolutely brilliant	positive
Blood Sisters tells a good story about gender-based violence. A bit rushed at the end, but the actors gave a great performance and production quality was great!	positive
93 Days' a profound testament to the Glory of Nollywood film-making. Go for it, today!	positive
"We are going to start this off by screaming- ""You've got to see this!"". The absolutely splendid work done in '93 Days' just has to be seen to be appreciated; Nollywood has indeed arrived. This movie is just so beautiful, literally. Let down only by it's drawn out length, becoming stretchy-stretchy towards the end; it's almost like the producers where so enamored by the beauty they were creating, they forgot where to stop, but. We forgive them. It felt so good, we couldn't help but wait to see half the credits roll by, and we still left the cinema smiling!!"	positive
Wonderful acting; Bimbo Akintola gave a rousing performance, near perfect casting; Danny Glover blended in like ice cream toppings, sky touching stellar production and a steel solid script, are only a few strengths of this Nollywood masterpiece. It would be a sin to miss this silver-screen god at the cinemas. A sin.	positive
Very entertaining indeed. You have to give the producers an 'A' for effort; they made a strong showing in this ambitious Nollywood excursion on the travails of finding love and the keeping of it. Nevertheless, despite the gargantuan effort, ultimately, 'Gidi Blues' doesn't quite make it to the lofty heights of a 'must see'.	positive
A fantastic movie with what might seem like your everyday run of the mill Nollywood story-line, but turns out quickly to be one story-line with a super serious twist up its sleeves that is an intriguingly intense plot. It parades some seriously applaudable acting prowess; every single actor, was on top of their game in North East. Making this essentially a bonafide Nollywood triumph	positive
It might start out quite slow and even seemingly annoying, but do wait for it to rev up, and you will find that with its brilliant plot, great acting and a torrent of laughter inducing awkwardness, it packs a heavily entertaining punch that is sure to leave you with that sweet feeling of satisfaction you only get when you've spent your dime quite well.	positive
. . This is worth seeing, so we gladly recommend. Go for it!	positive
This movie is stupid as hell! But freakishly funny. If you are going to see this, make sure to leave your common sense at home; because you will find no logic here, only an outlandish, ridiculous and shameless offering of comedy.	positive
Ghana Must Go' is most definitely a triumph! A Nollywood and Ghollywood triumph! It parades some very solid acting; look out especially for Kofi Adjorlolo. The dialogue is mostly superb and the production is top notch; you can easily see throughout, that the makers went the extra mile. And though they didn't pull off a perfect, they definitely get top marks for effort. And Nkem Owohwas at his best; he shines through, remaining true to his art... Ridiculous and funny as ever. Nkem Owoh is madt! And madt, is good!	positive
Ghana Must Go'. You will laugh and you will laugh hard! Go for it!	positive
. . Recommended. It's worth seeing at the cinema. But remember, only if you are willing to turn your brain off for the duration and let your Heart do all the work.	positive
Wives on Strike' is most definitely worth seeing. It delivers on its promise and it delivers BIG! The hype was not for nothing. The producers knew what they were cooking and I am betting you are sure to enjoy this delicious serving of humour and great acting. You will be entertained, however, I won't go so far as to call this a must-watch. Meaning, while it's good, it's not so good, that it must be seen. It's funny, but not crazy funny. It's great, but not mind blowing-ly spectacular!	positive
. . The acting was the best part though; it was beautiful. Every single actor was at their best. However, Chioma Akpotha, Kalu Ikeagwu, Julius Agwu, Kenneth Okonkwo and Omoni Oboli were strikingly wonderful stand outs. Their part translation, was mesmerizingly spectacular. Bravo!	positive
Wives on Strike' is a very well made flick. You can easily see that the producers were quite determined to achieve greatness. They went the extra-mile, and then some, to ensure a level of authenticity I haven't seen in Nollywood in ages. And almost, everything was on point. Almost.	positive
. . This is good. I am happy to recommend. If you are feeling like the cinema this weekend, you can't do better than 'Wives on Strike'.	positive
And the comedy was great too. It will surely get you Laughing out Loud, literally, sometimes. Add to that, a completely uncomplicated story, well crafted script and great dialogue; and what you get is one very fine piece of Art. Which you are sure to find yourself clapping for in gratitude as you laugh and giggle in joy.	positive
Omg!! 'Gbomo Gbomo Express' is absolutely worth it... It's a lovely movie... Absolutely lovely. A true Nollywood Triumph. There's hardly any sore point... for a Nollywood flick, that's a real do. You know what I mean.	positive
I can't over emphasize just how sweet a movie this was. It was really really exciting... from start to finish. It qualifies as a true and worthy departure from the usual Nollywood is known for. It presents an alternative kind of story... And it presents it quite well.	positive
. . Any mistakes can be easily forgiven in the face of the overwhelming number of things it does right. You can't knock a great piece of Art, when it's a great piece of Art. It is what it is. It's good. It's really good. No hype intended.	positive
I particularly love that they didn't try too hard to impress... Or over-do. No efizzy here... everything was just smooth and fluid. I was seeing this and I was smiling, literally impressed. In truth, it does drop the ball a few times, meaning it's not perfect, but...	positive
. . The acting was fantastic. The casting was on point... Many congrats to Ramsey Nouah, Osas Ighodaro, Blossom Chukwujekwu, Kiki Omeili, Alexx Ekubo, Gideon Okeke, Gbenro Ajibade and Ikechukwu. Glad to see Ikechukwu can act!	positive
I love movies that don't waste my time... And don't form, they are what they aren't. 'Gbomo Gbomo Express' doesn't. It plays to its strengths and stays there.	positive
. . I so very much recommend. You really should see this, if only to see just how far Nollywood has come.	positive
The story telling was just marvelous. Yes, they made me proud. Nollywood has really come of age. They tied up all the loose ends and ended the story in spectacular fashion. I admit, even I didn't see that ending coming.	positive
sweet	positive
. . I enjoyed this one so much, at the end I felt like giving it a standing ovation.. I didn't though, but only cus I was too lazy to.	positive
Love Triangle' was a good way for us to start our Movie-New-Year in Nollywood. It's surprisingly a very good movie. Surprising because, after reading its synopsis and seeing the very lazy-uninspiring trailer, we admittedly expected it to be a dud... you know, the usual run-of-the-mill Nollywood flick. But we are glad we were wrong. It's really quite good.	positive
. . 'Love Triangle' parades some really-really great acting. All the actors were most definitely on their best performance. Especially the actor who plays mother to the sisters, we did't catch her name, but boy, was she spectacular. Her portrayal of a real Nigerian mother is truly something to write home about.	positive
The screen-play was most definitely another goal... for the most part. We have to say, the makers of 'Love Triangle' put in a lot of effort to succeed... A whole lot of effort. And yes, they did succeed. The story telling wasn't lazy at all... really impressive.	positive
. . And they ensured not to waste the viewers time... Aside from a couple of unnecessary scenes -A conversation between the secretary and what we guess was a clerk- and -a completely annoying sex scene which we hated much- every other scene was well timed and straight to the point.	positive
. . Cinematography? Well above average. As we said earlier, a lot of effort went into making this simple story watchable and interesting enough for us to recommend it to you. It's not a must watch by a mile, but it's most definitely not a waste of time either. We felt happy having seen this one... So, go for it!	positive
The use of music in the movie is refreshing, it is subtle and non-intrusive, but still audible so the viewer can enjoy it. The cinematography is top notch, with vivid colours, beautiful camera angles, lovely exteriors and for once, the most hardworking landmark for Nollywood, Lekki Ikoyi Bridge, did not feature.	positive
Every scene in the movie had an element of comedy, living up to its promise of humour. There was good use of popular street lingo, as well as social media lingo, which makes the movie relatable to everyone on every social strata.	positive
Your Excellency tried to fit in many things, unlike Chief Daddy that focused on one thing. The result is some dissipated views and energy, reminiscent of Funke Akindele’s long running series, Jenifa’s Diary. It touches on social media lifestyle and how it affects everyone. For example, a couple living their lives on social media, scripted reality as it is called.	positive
The audience wants to laugh and forget their sorrows; Your Excellency meets them at their point of need. If you are looking for a movie with a serious political slant, Your Excellency is not the movie for you. But if you want something to help you de-stress from being a Nigerian living in Nigeria, this is a good one to spend your time and resources watching.	positive
 Chief Daddy promised drama and comedy. It delivered these in spades. It did not set out to moralize or sermonize. It was merely a hilarious portrayal of a section of our society.	positive
As much as I am not a fan of sequels in Nigerian movies, the sequel to King Of Boys is one that I am looking forward to see.	positive
This is a crime and action movie, and it delivered it in spades. The crime was both overt and sublime, and we could see exactly how all the challenges we face in our society connect with each other.	positive
Let me state that King of Boys (KOB) is not your regular Nigerian Movie, it was three hours long, and worth every minute spent watching it, barring a few minor issues, this movie gives me hope that Nigerian film makers can improve and give us world class movies. 	positive
Oloture! 😭 What a story! 🎥. . . . A timely depiction of the by-products of corruption, wickedness and bad governance in our society, with major focus on Human Trafficking. . . . . Story well told, hoping there’s a sequel.. 	positive
"Yesses!!! #OlotureOnNetflix is a fantastic (but sad) movie! #OlotureTheMovie #Oloture . My heart is breaking for ""Thandie Zwane from SouthAfrica"" @SharonOoja . Well done #Nigeria"	positive
This is a good watch.. . . . The professionalism especially the harshness of the sex workers lifestyle was really captured. . . . #OlotureTheMovie is definitely a good watch for all NIGERIAN Youths and parents especially the NIGERIAN girl child.	positive
Watching Oloture on Netflix. African women are so beautiful. It's like the movie Players Club but for African escorts. It's pretty good. #OlotureTheMovie #netflix	positive
It really breaks my heart to see and know there’s a lot of emotionally damaged women out there.The inhumane acts of rape,fetish, drug and human trafficking these women are exposed to ehn??God please have mercy and protect all the women out there!Nice movie!	positive
This #oloturethemovie. WOW. So many women have suffered in the hands of men. I have no idea when it will come to an end. We need more stories like this. @SharonOoja amazing	positive
"Ọ́lòturé: I do appreciate the cast & crew for a job well done! Sadly, the scenario at the border calls for concern, so depressing! How inhumane can humans be? See eh, Perish the idea of ""PART2"" and see the reality in that movie.. . I call this movie a""documentatry"". . #OlotureTheMovie"	positive
Bruh  just watched #OlotureTheMovie great movie n I understand why they would end it like that but damn that don’t make it no better	positive
These guys are amazing. I loved every bit of the movie, Mr. Richard Williams how far na? I need credit alert too  #RattleSnakeTheAhannaStory	positive
I really like what Charles of Play and Ramsey Nuoah are doing with these Nollywood remakes. Especially with the selection of new actors as casts. Great story telling, Awesome directorial skills, #RattleSnakeTheAhannaStory	positive
Ramsey Nouah is bringing something different to Nollywood #RATTLESNAKE. . #RATTLESNAKETHEAHANNASTORY	positive
Omo! Rattlesnake was maaaaad! Everyone should see it! Love the use of Igbo language, great storytelling, twists and acting. Nze was the best actor for me...would love to see more of him. Love the . . @RamseyNouah. .  cameo.. . . . Nollywood is killing it!. . #RattleSnakeTheAhannaStory	positive
So I just saw #OmoGhettoTheSaga and it was worth it...from the way Aunty . . @funkeakindele. .  delivered her roles perfectly,you’d know she did her research properly before acting💯. . @yemialadee. .  did an Amazing job..in fact everyone’s acting was perfect 🤩 it’s a MUST watch🤩	positive
omo ghetto saga was 🔥🔥abeg I want to meet lefty real real.....They got the perfect quip,all the cast and crew delivered 💯.God bless everyone that contributed to the movie big time.. . #OmoGhettoTheSaga 	positive
@chiomakpotha. .  . . @BadmusEniola. .  . . @_deyemi. .  are the real motivator with ginger in this movie #omoghettothesaga No cap 🎖️🧢🧢 for them all ❤️❤️❤️❤️. . 	positive
#OmoGhettoTheSaga the best movie I have watched this year, my ticket was not in vain and am glad am ending this year on a happy note.               Funke Akindele finished work in this one and so many beautiful actors. If you have not watched it you are wrong.	positive
Please if anyone should see . . @funkeakindele. .  tell her God will bless her for #omoghettothesagamovie....ahh, opor	positive
@funkeakindele. .   I just want to say a big thank you, for making my crossing over into 2021 a fun one.. . . . Imagine laughing into 2021, mehn Na laughter way ooo. . . . #omoghettothesagamovie  Na film abeg	positive
The fight scenes in #omoghettothesagamovie >>>>>>>>>>. .  And then the beautiful mixture of languages was awesome...	positive
Mehn!! Omo ghetto was worth the hype The movie is a must see #omoghettothesagamovie #omoghettothesaga	positive
In case you have forgotten how good . . @funkeakindele. .  is as an actress, watch her display . . in the old movie Maami...The movie made me cry sha and I'm a hard dude oh... Then she has blown us away with  #omoghettothesagamovie.. There's no role that's too hard for Funke to play..	positive
Men are scum! Femi Stone in Askamaya is more scum though! #omoghettothesagamovie. . . . 	positive
Omo ghetto is 🔥🔥🔥🔥😁. . . . @funkeakindele  really tried.. . . . Well done ma😁	positive
I had mixed emotions,laughing hard then almost moved to tears ,that movie was amazing !!! And it's a must watch !!! #omoghettothesaga #omoghettothesagamovie	positive
If I have to recommend a movie to see this year, it is The New Normal.	positive
 It is the most fantastic Nollywood movie I have seen in 2020.	positive
Technically, the movie has excellent cinematography, crisp pictures, and great audio – all features that make for an excellent cinematic experience. Some of the camera angles were unusual, in a pleasant way, drawing the viewer in and immersing them in the conversation going on screen. 	positive
The on-screen chemistry and synergy between and amongst the actors was beautiful to see. It is one thing to have a great script; it is something else to have excellent interpretation of the script. This movie nailed both. 	positive
For a Romantic comedy drama, one would expect an ending where every broken relationship is restored, but that did not quite happen. It had a happily ever after, but not your usual one, hence staying true to its title, the New Normal.	positive
From the opening scene, this movie took me by the jugular and did not let me go till the very end. There was never a dull moment and I noticed no drag or any unnecessary scenes.  This movie has a cast of super stars, and none of them overshadowed one another. This movie, and the writer deserves every award coming it’s way. 	positive
 The pictures of the movies are so crisp and pleasant on the eyes. This is a lovely cinematic experience.. . . . . . . . 	positive
If you ever thought Nollywood couldn’t give us a psychological thriller, you might have to eat your words now. This movie is a brilliant psychological thriller that had the audience not just on the edge of their seats and talking to the characters, but also earned an applause when the curtains were drawn. 	positive
The quality of the script cannot be faulted. It shows a well researched storyline that flows naturally and has no stilted parts. You would keep wondering, thinking you had solved the crime, only for you to later realise the script is several steps ahead of you. The movie is two and half hours in length, but there is no dull moment. 	positive
 Eagle Wings is a good and enjoyable movie. It is certainly a good outing for the Nigerian Airforce. The War/Military movie genre is not something that we get to see often from Nollywood. This is easily the best we have seen so far, much better than any others in the genre. We hope to see more of such movies showcasing the Nigerian Military apparatus in action	positive
This movie, which is a cocktail of laughter, emotions, with a strong vine of authentic romance holding it all together, is a sequel to an earlier one by the same director, Biodun Stephen. I am glad to see that it is a refreshing departure from how Nollywood does sequels. It was not a direct continuation of the previous story, but characters from there were seamlessly flowed into this. 	positive
If you are looking for a tight plot, excellent acting, unusual reveals, and situational comedy, with a touch of home-grown romance, this is the movie for you.  	positive
 I’m happy I saw this film. 	positive
EB answers the question of who’s to blame in Nollywood for the terrible performances in some movies. Writers and directors are the culprits. The actors on EB, who delivered some of the best performances of their careers, have been in critically panned films with reviews that bastardized their talents. Akay Mason’s EB is proof that well-written characters and a motivated director will push our thespians into perfection.  Even Shaggi finally played a purposeful funny man.	positive
I’m double happy this film was made. Welcome to my 9/10 team, EB. I can’t wait to see you again, again and again.	positive
There were points when the comedy went overboard, and I wondered what was happening, but overall, it was worth the time, delivering a good laugh and lessons to be learnt. I look forward to more productions from Bisola Ayeola, who co-produced this movie.	positive
The location and props used were unusual, but they totally worked for the type of movie it is. I actually want to take a vacation to Badagry and experience the old buildings and enjoy the decor.	positive
Breaded Life has the viewers laughing from the first scene and does not let up till the last scene, including the post script.	positive
What a hilarious but yet educating movie.	positive
The chemistry they both display on the screen is a thing of beauty to see.	positive
Timini Egbuson has truly grown as an actor, and it is refreshing to see him able to follow the development of his character from a spoiled rich kid to a hard-working street hustler.  	positive
One the best movie out of Nigeria…it funny and captivating.. filled with suspense…I love it..	positive
It was a fantastic movie. 	positive
While every movie or work of art has its flaws, Breaded Life is almost perfect. A few of the scenes may have gone on a tad longer than necessary, but they do not detract from the overall enjoyment of the story. 	positive
Every single character in the movie did an excellent job. This includes Biodun Stephen playing a cameo role. But Bimbo Ademoye and Timini Egbuson deserve the best accolades. Bimbo is such a versatile actor, it is a beautiful thing to watch. She embodies the character of the bread seller, who life keeps dealing a bad hand, yet she rolls with it and makes the best of it. Bimbo must have trained for months; you will believe she is an Egun woman. She also speaks the language, both of the street and of the character, beautifully.	positive
